Film,Year (Ceremony),Awards,Nominations,Best Picture
Gravity Is My Enemy,1977 (50th),1,1,False
I'll Find a Way,1977 (50th),1,1,False
Madame Rosa,1977 (50th),1,1,False
The Sand Castle,1977 (50th),1,1,False
Who Are the DeBolts? And Where Did They Get Nineteen Kids?,1977 (50th),1,1,False
You Light Up My Life,1977 (50th),1,1,False
The Turning Point,1977 (50th),0,11,False
Equus,1977 (50th),0,3,False
The Spy Who Loved Me,1977 (50th),0,3,False
A Special Day,1977 (50th),0,2,False
Airport '77,1977 (50th),0,2,False
Looking for Mr. Goodbar,1977 (50th),0,2,False
Pete's Dragon,1977 (50th),0,2,False
That Obscure Object of Desire,1977 (50th),0,2,False
The Slipper and the Rose,1977 (50th),0,2,False
"Agueda Martinez: Our People, Our Country",1977 (50th),0,1,False
Bead Game,1977 (50th),0,1,False
First Edition,1977 (50th),0,1,False
Floating Free,1977 (50th),0,1,False
High Grass Circus,1977 (50th),0,1,False
Homage to Chagall: The Colours of Love,1977 (50th),0,1,False
I Never Promised You a Rose Garden,1977 (50th),0,1,False
Iphigenia,1977 (50th),0,1,False
Islands in the Stream,1977 (50th),0,1,False
Jimmy the C.,1977 (50th),0,1,False
"Mohammad, Messenger of God",1977 (50th),0,1,False
Notes on the Popular Arts,1977 (50th),0,1,False
"Of Time, Tombs and Treasures",1977 (50th),0,1,False
"Oh, God!",1977 (50th),0,1,False
Operation Thunderbolt,1977 (50th),0,1,False
Saturday Night Fever,1977 (50th),0,1,False
Smokey and the Bandit,1977 (50th),0,1,False
Sorcerer,1977 (50th),0,1,False
Spacebone,1977 (50th),0,1,False
The Absent-Minded Waiter,1977 (50th),0,1,False
The Children of Theatre Street,1977 (50th),0,1,False
The Deep,1977 (50th),0,1,False
The Doonesbury Special,1977 (50th),0,1,False
The Late Show,1977 (50th),0,1,False
The Other Side of Midnight,1977 (50th),0,1,False
The Rescuers,1977 (50th),0,1,False
The Shetland Experience,1977 (50th),0,1,False
Union Maids,1977 (50th),0,1,False
The Deer Hunter,1978 (51st),5,9,True
Coming Home,1978 (51st),3,8,False
Midnight Express,1978 (51st),2,6,False
Heaven Can Wait,1978 (51st),1,9,False
Days of Heaven,1978 (51st),1,4,False
California Suite,1978 (51st),1,3,False
The Buddy Holly Story,1978 (51st),1,3,False
Death on the Nile,1978 (51st),1,1,False
Get Out Your Handkerchiefs,1978 (51st),1,1,False
Scared Straight!,1978 (51st),1,1,False
Special Delivery,1978 (51st),1,1,False
Teenage Father,1978 (51st),1,1,False
Thank God It's Friday,1978 (51st),1,1,False
The Flight of the Gossamer Condor,1978 (51st),1,1,False
Interiors,1978 (51st),0,5,False
"Same Time, Next Year",1978 (51st),0,4,False
The Wiz,1978 (51st),0,4,False
An Unmarried Woman,1978 (51st),0,3,False
Superman,1978 (51st),0 (1),3,False
The Boys from Brazil,1978 (51st),0,3,False
Autumn Sonata,1978 (51st),0,2,False
A Different Approach,1978 (51st),0,1,False
An Encounter with Faces,1978 (51st),0,1,False
Bloodbrothers,1978 (51st),0,1,False
Caravans,1978 (51st),0,1,False
Comes a Horseman,1978 (51st),0,1,False
Foul Play,1978 (51st),0,1,False
Goodnight Miss Ann,1978 (51st),0,1,False
Grease,1978 (51st),0,1,False
Hooper,1978 (51st),0,1,False
Hungarians,1978 (51st),0,1,False
Mandy's Grandmother,1978 (51st),0,1,False
Mysterious Castles of Clay,1978 (51st),0,1,False
Oh My Darling,1978 (51st),0,1,False
Pretty Baby,1978 (51st),0,1,False
Raoni,1978 (51st),0,1,False
Rip Van Winkle,1978 (51st),0,1,False
Squires of San Quentin,1978 (51st),0,1,False
Strange Fruit,1978 (51st),0,1,False
The Brink's Job,1978 (51st),0,1,False
The Divided Trail: A Native American Odyssey,1978 (51st),0,1,False
The Glass Cell,1978 (51st),0,1,False
The Lovers' Wind (Le vent des amoureux),1978 (51st),0,1,False
The Magic of Lassie,1978 (51st),0,1,False
The Swarm,1978 (51st),0,1,False
Viva Italia!,1978 (51st),0,1,False
White Bim Black Ear,1978 (51st),0,1,False
With Babies and Banners: Story of the Women's Emergency Brigade,1978 (51st),0,1,False
Kramer vs. Kramer,1979 (52nd),5,9,True
All That Jazz,1979 (52nd),4,9,False
Apocalypse Now,1979 (52nd),2,8,False
Norma Rae,1979 (52nd),2,4,False
Breaking Away,1979 (52nd),1,5,False
A Little Romance,1979 (52nd),1,2,False
Alien,1979 (52nd),1,2,False
Being There,1979 (52nd),1,2,False
Best Boy,1979 (52nd),1,1,False
Board and Care,1979 (52nd),1,1,False
Every Child,1979 (52nd),1,1,False
Paul Robeson: Tribute to an Artist,1979 (52nd),1,1,False
The Tin Drum,1979 (52nd),1,1,False
The China Syndrome,1979 (52nd),0,4,False
The Rose,1979 (52nd),0,4,False
1941,1979 (52nd),0,3,False
La Cage aux Folles,1979 (52nd),0,3,False
Star Trek: The Motion Picture,1979 (52nd),0,3,False
...And Justice for All.,1979 (52nd),0,2,False
10,1979 (52nd),0,2,False
Manhattan,1979 (52nd),0,2,False
Starting Over,1979 (52nd),0,2,False
The Black Hole,1979 (52nd),0,2,False
The Black Stallion,1979 (52nd),0 (1),2,False
The Muppet Movie,1979 (52nd),0,2,False
A Simple Story,1979 (52nd),0,1,False
Agatha,1979 (52nd),0,1,False
Bravery in the Field,1979 (52nd),0,1,False
Butch and Sundance: The Early Days,1979 (52nd),0,1,False
Chapter Two,1979 (52nd),0,1,False
Dae,1979 (52nd),0,1,False
Dream Doll,1979 (52nd),0,1,False
Generation on the Wind,1979 (52nd),0,1,False
Going the Distance,1979 (52nd),0,1,False
Ice Castles,1979 (52nd),0,1,False
It's So Nice to Have a Wolf Around the House,1979 (52nd),0,1,False
Koryo Celadon,1979 (52nd),0,1,False
Mama Turns 100,1979 (52nd),0,1,False
Meteor,1979 (52nd),0,1,False
Moonraker,1979 (52nd),0,1,False
Nails,1979 (52nd),0,1,False
"Oh Brother, My Brother",1979 (52nd),0,1,False
Remember Me,1979 (52nd),0,1,False
Solly's Diner,1979 (52nd),0,1,False
The Amityville Horror,1979 (52nd),0,1,False
The Champ,1979 (52nd),0,1,False
The Electric Horseman,1979 (52nd),0,1,False
The Europeans,1979 (52nd),0,1,False
The Killing Ground,1979 (52nd),0,1,False
The Maids of Wilko,1979 (52nd),0,1,False
The Promise,1979 (52nd),0,1,False
The Solar Film,1979 (52nd),0,1,False
The War at Home,1979 (52nd),0,1,False
To Forget Venice,1979 (52nd),0,1,False
Ordinary People,1980 (53rd),4,6,True
Tess,1980 (53rd),3,6,False
Raging Bull,1980 (53rd),2,8,False
Fame,1980 (53rd),2,6,False
Melvin and Howard,1980 (53rd),2,3,False
Coal Miner's Daughter,1980 (53rd),1,7,False
Star Wars Episode V: The Empire Strikes Back,1980 (53rd),1 (1),3,False
From Mao to Mozart: Isaac Stern in China,1980 (53rd),1,1,False
Karl Hess: Toward Liberty,1980 (53rd),1,1,False
Moscow Does Not Believe in Tears,1980 (53rd),1,1,False
The Dollar Bottom,1980 (53rd),1,1,False
The Fly,1980 (53rd),1,1,False
The Elephant Man,1980 (53rd),0,8,False
Private Benjamin,1980 (53rd),0,3,False
The Stunt Man,1980 (53rd),0,3,False
Altered States,1980 (53rd),0,2,False
Kagemusha,1980 (53rd),0,2,False
Resurrection,1980 (53rd),0,2,False
The Competition,1980 (53rd),0,2,False
The Great Santini,1980 (53rd),0,2,False
A Jury of Her Peers,1980 (53rd),0,1,False
Agee,1980 (53rd),0,1,False
All Nothing,1980 (53rd),0,1,False
Breaker Morant,1980 (53rd),0,1,False
Brubaker,1980 (53rd),0,1,False
Confidence,1980 (53rd),0,1,False
Don't Mess with Bill,1980 (53rd),0,1,False
Fall Line,1980 (53rd),0,1,False
Front Line,1980 (53rd),0,1,False
Gloria,1980 (53rd),0,1,False
History of the World in Three Minutes Flat,1980 (53rd),0,1,False
Honeysuckle Rose,1980 (53rd),0,1,False
Inside Moves,1980 (53rd),0,1,False
It's the Same World,1980 (53rd),0,1,False
Luther Metke at 94,1980 (53rd),0,1,False
Mon Oncle D'Amerique,1980 (53rd),0,1,False
My Brilliant Career,1980 (53rd),0,1,False
Nine to Five,1980 (53rd),0,1,False
Somewhere in Time,1980 (53rd),0,1,False
The Blue Lagoon,1980 (53rd),0,1,False
The Day After Trinity,1980 (53rd),0,1,False
The Eruption of Mount St. Helens!,1980 (53rd),0,1,False
The Formula,1980 (53rd),0,1,False
The Last Metro,1980 (53rd),0,1,False
The Nest,1980 (53rd),0,1,False
The Yellow Star: The Persecution of the Jews in Europe 1933-45,1980 (53rd),0,1,False
Tribute,1980 (53rd),0,1,False
When Time Ran Out,1980 (53rd),0,1,False
Chariots of Fire,1981 (54th),4,7,True
Raiders of the Lost Ark,1981 (54th),4 (1),8,False
Reds,1981 (54th),3,12,False
On Golden Pond,1981 (54th),3,10,False
Arthur,1981 (54th),2,4,False
An American Werewolf in London,1981 (54th),1,1,False
Close Harmony,1981 (54th),1,1,False
Crac,1981 (54th),1,1,False
Genocide,1981 (54th),1,1,False
Mephisto,1981 (54th),1,1,False
Violet,1981 (54th),1,1,False
Ragtime,1981 (54th),0,8,False
Atlantic City,1981 (54th),0,5,False
The French Lieutenant's Woman,1981 (54th),0,5,False
Absence of Malice,1981 (54th),0,3,False
Only When I Laugh,1981 (54th),0,3,False
Pennies from Heaven,1981 (54th),0,3,False
Dragonslayer,1981 (54th),0,2,False
Against Wind and Tide: A Cuban Odyssey,1981 (54th),0,1,False
Americas in Transition,1981 (54th),0,1,False
Brooklyn Bridge,1981 (54th),0,1,False
Couples and Robbers,1981 (54th),0,1,False
Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,1981 (54th),0,1,False
El Salvador: Another Vietnam,1981 (54th),0,1,False
Endless Love,1981 (54th),0,1,False
Excalibur,1981 (54th),0,1,False
First Winter,1981 (54th),0,1,False
For Your Eyes Only,1981 (54th),0,1,False
Heartbeeps,1981 (54th),0,1,False
Heaven's Gate,1981 (54th),0,1,False
Journey for Survival,1981 (54th),0,1,False
Man of Iron,1981 (54th),0,1,False
Muddy River,1981 (54th),0,1,False
Outland,1981 (54th),0,1,False
Prince of the City,1981 (54th),0,1,False
See What I Say,1981 (54th),0,1,False
The Boat Is Full,1981 (54th),0,1,False
The Creation,1981 (54th),0,1,False
The Great Muppet Caper,1981 (54th),0,1,False
The Tender Tale of Cinderella Penguin,1981 (54th),0,1,False
Three Brothers,1981 (54th),0,1,False
Urge to Build,1981 (54th),0,1,False
Gandhi,1982 (55th),8,11,True
E.T. the Extra-Terrestrial,1982 (55th),4,9,False
An Officer and a Gentleman,1982 (55th),2,6,False
Tootsie,1982 (55th),1,10,False
Victor/Victoria,1982 (55th),1,7,False
Sophie's Choice,1982 (55th),1,5,False
Missing,1982 (55th),1,4,False
A Shocking Accident,1982 (55th),1,1,False
Begin the Beguine,1982 (55th),1,1,False
If You Love This Planet,1982 (55th),1,1,False
Just Another Missing Kid,1982 (55th),1,1,False
Quest for Fire,1982 (55th),1,1,False
Tango,1982 (55th),1,1,False
Das Boot,1982 (55th),0,6,False
The Verdict,1982 (55th),0,5,False
Poltergeist,1982 (55th),0,3,False
Annie,1982 (55th),0,2,False
Blade Runner,1982 (55th),0,2,False
Frances,1982 (55th),0,2,False
La Traviata,1982 (55th),0,2,False
The World According to Garp,1982 (55th),0,2,False
Tron,1982 (55th),0,2,False
A Portrait of Giselle,1982 (55th),0,1,False
After the Axe,1982 (55th),0,1,False
Alsino and the Condor,1982 (55th),0,1,False
Ballet Robotique,1982 (55th),0,1,False
Ben's Mill,1982 (55th),0,1,False
Best Friends,1982 (55th),0,1,False
Clean Slate,1982 (55th),0,1,False
Diner,1982 (55th),0,1,False
Flight of the Eagle,1982 (55th),0,1,False
Gods of Metal,1982 (55th),0,1,False
In Our Water,1982 (55th),0,1,False
My Favorite Year,1982 (55th),0,1,False
One from the Heart,1982 (55th),0,1,False
Private Life,1982 (55th),0,1,False
Rocky III,1982 (55th),0,1,False
Split Cherry Tree,1982 (55th),0,1,False
Sredni Vashtar,1982 (55th),0,1,False
The Best Little Whorehouse in Texas,1982 (55th),0,1,False
The Great Cognito,1982 (55th),0,1,False
The Klan: A Legacy of Hate in America,1982 (55th),0,1,False
The Silence,1982 (55th),0,1,False
The Snowman,1982 (55th),0,1,False
To Live or Let Die,1982 (55th),0,1,False
Traveling Hopefully,1982 (55th),0,1,False
"Yes, Giorgio",1982 (55th),0,1,False
Terms of Endearment,1983 (56th),5,11,True
The Right Stuff,1983 (56th),4,8,False
Fanny and Alexander,1983 (56th),4,6,False
Tender Mercies,1983 (56th),2,5,False
Yentl,1983 (56th),1,5,False
Flashdance,1983 (56th),1,4,False
Boys and Girls,1983 (56th),1,1,False
Flamenco at 5:15,1983 (56th),1,1,False
He Makes Me Feel Like Dancin',1983 (56th),1,1,False
Sundae in New York,1983 (56th),1,1,False
The Year of Living Dangerously,1983 (56th),1,1,False
Silkwood,1983 (56th),0,5,False
The Dresser,1983 (56th),0,5,False
Cross Creek,1983 (56th),0,4,False
Return of the Jedi,1983 (56th),0 (1),4,False
Educating Rita,1983 (56th),0,3,False
The Big Chill,1983 (56th),0,3,False
WarGames,1983 (56th),0,3,False
"Reuben, Reuben",1983 (56th),0,2,False
Zelig,1983 (56th),0,2,False
Betrayal,1983 (56th),0,1,False
Blue Thunder,1983 (56th),0,1,False
Carmen,1983 (56th),0,1,False
Children of Darkness,1983 (56th),0,1,False
Entre Nous,1983 (56th),0,1,False
First Contact,1983 (56th),0,1,False
Goodie-Two-Shoes,1983 (56th),0,1,False
Heart Like a Wheel,1983 (56th),0,1,False
In the Nuclear Shadow: What Can the Children Tell Us?,1983 (56th),0,1,False
Mickey's Christmas Carol,1983 (56th),0,1,False
Never Cry Wolf,1983 (56th),0,1,False
Overnight Sensation,1983 (56th),0,1,False
Seeing Red,1983 (56th),0,1,False
Sewing Woman,1983 (56th),0,1,False
Sound of Sunshine,1983 (56th),0,1,False
Spaces: The Architecture of Paul Rudolph,1983 (56th),0,1,False
Testament,1983 (56th),0,1,False
The Ball,1983 (56th),0,1,False
The Profession of Arms,1983 (56th),0,1,False
The Return of Martin Guerre,1983 (56th),0,1,False
The Revolt of Job,1983 (56th),0,1,False
The Sting II,1983 (56th),0,1,False
To Be or Not to Be,1983 (56th),0,1,False
Trading Places,1983 (56th),0,1,False
Under Fire,1983 (56th),0,1,False
You Are Free,1983 (56th),0,1,False
Amadeus,1984 (57th),8,11,True
The Killing Fields,1984 (57th),3,7,False
A Passage to India,1984 (57th),2,11,False
Places in the Heart,1984 (57th),2,7,False
Indiana Jones and the Temple of Doom,1984 (57th),1,2,False
Charade,1984 (57th),1,1,False
Dangerous Moves,1984 (57th),1,1,False
Purple Rain,1984 (57th),1,1,False
The Stone Carvers,1984 (57th),1,1,False
The Times of Harvey Milk,1984 (57th),1,1,False
The Woman in Red,1984 (57th),1,1,False
Up,1984 (57th),1,1,False
2010,1984 (57th),0,5,False
The Natural,1984 (57th),0,4,False
The River,1984 (57th),0 (1),4,False
A Soldier's Story,1984 (57th),0,3,False
"Greystoke: The Legend of Tarzan, Lord of the Apes",1984 (57th),0,3,False
Broadway Danny Rose,1984 (57th),0,2,False
Footloose,1984 (57th),0,2,False
Ghostbusters,1984 (57th),0,2,False
The Bostonians,1984 (57th),0,2,False
The Cotton Club,1984 (57th),0,2,False
Under the Volcano,1984 (57th),0,2,False
Against All Odds,1984 (57th),0,1,False
Beverly Hills Cop,1984 (57th),0,1,False
Beyond the Walls,1984 (57th),0,1,False
Camila,1984 (57th),0,1,False
Code Gray: Ethical Dilemmas in Nursing,1984 (57th),0,1,False
Country,1984 (57th),0,1,False
Doctor DeSoto,1984 (57th),0,1,False
Double Feature,1984 (57th),0,1,False
Dune,1984 (57th),0,1,False
High Schools,1984 (57th),0,1,False
In the Name of the People,1984 (57th),0,1,False
Marlene,1984 (57th),0,1,False
Paradise,1984 (57th),0,1,False
Recollections of Pavlovsk,1984 (57th),0,1,False
Romancing the Stone,1984 (57th),0,1,False
Songwriter,1984 (57th),0,1,False
Splash,1984 (57th),0,1,False
Starman,1984 (57th),0,1,False
Streetwise,1984 (57th),0,1,False
Swing Shift,1984 (57th),0,1,False
Tales of Meeting and Parting,1984 (57th),0,1,False
The Children of Soong Ching Ling,1984 (57th),0,1,False
The Garden of Eden,1984 (57th),0,1,False
The Karate Kid,1984 (57th),0,1,False
The Muppets Take Manhattan,1984 (57th),0,1,False
El Norte,1984 (57th),0,1,False
The Painted Door,1984 (57th),0,1,False
The Pope of Greenwich Village,1984 (57th),0,1,False
Wartime Romance,1984 (57th),0,1,False
Out of Africa,1985 (58th),7,11,True
Witness,1985 (58th),2,8,False
Cocoon,1985 (58th),2,2,False
Prizzi's Honor,1985 (58th),1,8,False
Back to the Future,1985 (58th),1,4,False
Kiss of the Spider Woman,1985 (58th),1,4,False
Ran,1985 (58th),1,4,False
The Official Story,1985 (58th),1,2,False
The Trip to Bountiful,1985 (58th),1,2,False
White Nights,1985 (58th),1,2,False
Anna & Bella,1985 (58th),1,1,False
Broken Rainbow,1985 (58th),1,1,False
Mask,1985 (58th),1,1,False
Molly's Pilgrim,1985 (58th),1,1,False
Witness to War: Dr. Charlie Clements,1985 (58th),1,1,False
The Color Purple,1985 (58th),0,11,False
A Chorus Line,1985 (58th),0,3,False
Agnes of God,1985 (58th),0,3,False
Runaway Train,1985 (58th),0,3,False
Brazil,1985 (58th),0,2,False
Ladyhawke,1985 (58th),0,2,False
Murphy's Romance,1985 (58th),0,2,False
Silverado,1985 (58th),0,2,False
Angry Harvest,1985 (58th),0,1,False
Colonel Redl,1985 (58th),0,1,False
Graffiti,1985 (58th),0,1,False
Jagged Edge,1985 (58th),0,1,False
Keats and His Nightingale: A Blind Date,1985 (58th),0,1,False
Making Overtures: The Story of a Community Orchestra,1985 (58th),0,1,False
Rainbow War,1985 (58th),0,1,False
Rambo: First Blood Part II,1985 (58th),0,1,False
Remo Williams: The Adventure Begins,1985 (58th),0,1,False
Return to Oz,1985 (58th),0,1,False
Second Class Mail,1985 (58th),0,1,False
Soldiers in Hiding,1985 (58th),0,1,False
Sweet Dreams,1985 (58th),0,1,False
The Big Snit,1985 (58th),0,1,False
The Courage to Care,1985 (58th),0,1,False
The Journey of Natty Gann,1985 (58th),0,1,False
The Mothers of Plaza de Mayo,1985 (58th),0,1,False
The Purple Rose of Cairo,1985 (58th),0,1,False
The Statue of Liberty,1985 (58th),0,1,False
The Wizard of the Strings,1985 (58th),0,1,False
Three Men and a Cradle,1985 (58th),0,1,False
Twice in a Lifetime,1985 (58th),0,1,False
Unfinished Business,1985 (58th),0,1,False
When Father Was Away on Business,1985 (58th),0,1,False
Young Sherlock Holmes,1985 (58th),0,1,False
Platoon,1986 (59th),4,8,True
A Room with a View,1986 (59th),3,8,False
Hannah and Her Sisters,1986 (59th),3,7,False
Aliens,1986 (59th),2,7,False
The Mission,1986 (59th),1,7,False
Children of a Lesser God,1986 (59th),1,5,False
The Color of Money,1986 (59th),1,4,False
Top Gun,1986 (59th),1,4,False
Round Midnight,1986 (59th),1,2,False
A Greek Tragedy,1986 (59th),1,1,False
Artie Shaw: Time Is All You've Got,1986 (59th),1,1,False
Down and Out in America,1986 (59th),1,1,False
Precious Images,1986 (59th),1,1,False
The Assault,1986 (59th),1,1,False
The Fly,1986 (59th),1,1,False
"Women - for America, for the World",1986 (59th),1,1,False
Star Trek IV: The Voyage Home,1986 (59th),0,4,False
Crimes of the Heart,1986 (59th),0,3,False
Peggy Sue Got Married,1986 (59th),0,3,False
Hoosiers,1986 (59th),0,2,False
Little Shop of Horrors,1986 (59th),0,2,False
Salvador,1986 (59th),0,2,False
38 – Vienna Before the Fall,1986 (59th),0,1,False
An American Tail,1986 (59th),0,1,False
Betty Blue,1986 (59th),0,1,False
Blue Velvet,1986 (59th),0,1,False
Chile: Hasta Cuando?,1986 (59th),0,1,False
Crocodile Dundee,1986 (59th),0,1,False
Debonair Dancers,1986 (59th),0,1,False
Exit,1986 (59th),0,1,False
Heartbreak Ridge,1986 (59th),0,1,False
Isaac in America: A Journey with Isaac Bashevis Singer,1986 (59th),0,1,False
Legend,1986 (59th),0,1,False
Love Struck,1986 (59th),0,1,False
Luxo Jr.,1986 (59th),0,1,False
Mona Lisa,1986 (59th),0,1,False
My Beautiful Laundrette,1986 (59th),0,1,False
My Sweet Little Village,1986 (59th),0,1,False
Otello,1986 (59th),0,1,False
Pirates,1986 (59th),0,1,False
Poltergeist II: The Other Side,1986 (59th),0,1,False
Red Grooms: Sunflower in a Hothouse,1986 (59th),0,1,False
Sam,1986 (59th),0,1,False
Stand by Me,1986 (59th),0,1,False
That's Life!,1986 (59th),0,1,False
The Clan of the Cave Bear,1986 (59th),0,1,False
The Decline of the American Empire,1986 (59th),0,1,False
"The Frog, the Dog and the Devil",1986 (59th),0,1,False
"The Karate Kid, Part II",1986 (59th),0,1,False
The Masters of Disaster,1986 (59th),0,1,False
The Morning After,1986 (59th),0,1,False
Witness to Apartheid,1986 (59th),0,1,False
The Last Emperor,1987 (60th),9,9,True
Moonstruck,1987 (60th),3,6,False
The Untouchables,1987 (60th),1,4,False
Babette's Feast,1987 (60th),1,1,False
Dirty Dancing,1987 (60th),1,1,False
Harry and the Hendersons,1987 (60th),1,1,False
Innerspace,1987 (60th),1,1,False
Ray's Male Heterosexual Dance Hall,1987 (60th),1,1,False
The Man Who Planted Trees,1987 (60th),1,1,False
The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,1987 (60th),1,1,False
Wall Street,1987 (60th),1,1,False
Young at Heart,1987 (60th),1,1,False
Broadcast News,1987 (60th),0,7,False
Empire of the Sun,1987 (60th),0,6,False
Fatal Attraction,1987 (60th),0,6,False
Hope and Glory,1987 (60th),0,5,False
Cry Freedom,1987 (60th),0,3,False
Au revoir les enfants,1987 (60th),0,2,False
Ironweed,1987 (60th),0,2,False
My Life as a Dog,1987 (60th),0,2,False
Radio Days,1987 (60th),0,2,False
RoboCop,1987 (60th),0 (1),2,False
The Dead,1987 (60th),0,2,False
The Witches of Eastwick,1987 (60th),0,2,False
A Stitch for Time,1987 (60th),0,1,False
Anna,1987 (60th),0,1,False
Beverly Hills Cop II,1987 (60th),0,1,False
Course Completed,1987 (60th),0,1,False
Dark Eyes,1987 (60th),0,1,False
Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965,1987 (60th),0,1,False
Frances Steloff: Memoirs of a Bookseller,1987 (60th),0,1,False
Full Metal Jacket,1987 (60th),0,1,False
Gaby: A True Story,1987 (60th),0,1,False
George and Rosemary,1987 (60th),0,1,False
"Good Morning, Vietnam",1987 (60th),0,1,False
Happy New Year,1987 (60th),0,1,False
Hellfire: A Journey from Hiroshima,1987 (60th),0,1,False
In the Wee Wee Hours...,1987 (60th),0,1,False
Language Says It All,1987 (60th),0,1,False
Lethal Weapon,1987 (60th),0,1,False
Making Waves,1987 (60th),0,1,False
Mannequin,1987 (60th),0,1,False
Matewan,1987 (60th),0,1,False
Maurice,1987 (60th),0,1,False
Pathfinder,1987 (60th),0,1,False
Predator,1987 (60th),0,1,False
Radio Bikini,1987 (60th),0,1,False
Shoeshine,1987 (60th),0,1,False
Silver into Gold,1987 (60th),0,1,False
Street Smart,1987 (60th),0,1,False
The Family,1987 (60th),0,1,False
The Princess Bride,1987 (60th),0,1,False
The Whales of August,1987 (60th),0,1,False
Throw Momma from the Train,1987 (60th),0,1,False
Your Face,1987 (60th),0,1,False
Rain Man,1988 (61st),4,8,True
Dangerous Liaisons,1988 (61st),3,7,False
Who Framed Roger Rabbit,1988 (61st),3 (1),6,False
Mississippi Burning,1988 (61st),1,7,False
Working Girl,1988 (61st),1,6,False
The Accidental Tourist,1988 (61st),1,4,False
A Fish Called Wanda,1988 (61st),1,3,False
Pelle the Conqueror,1988 (61st),1,2,False
Beetlejuice,1988 (61st),1,1,False
Bird,1988 (61st),1,1,False
Hotel Terminus: The Life and Times of Klaus Barbie,1988 (61st),1,1,False
The Accused,1988 (61st),1,1,False
The Appointments of Dennis Jennings,1988 (61st),1,1,False
The Milagro Beanfield War,1988 (61st),1,1,False
Tin Toy,1988 (61st),1,1,False
You Don't Have to Die,1988 (61st),1,1,False
Gorillas in the Mist,1988 (61st),0,5,False
Die Hard,1988 (61st),0,4,False
Tucker: The Man and His Dream,1988 (61st),0,3,False
Big,1988 (61st),0,2,False
Coming to America,1988 (61st),0,2,False
Little Dorrit,1988 (61st),0,2,False
Running on Empty,1988 (61st),0,2,False
The Unbearable Lightness of Being,1988 (61st),0,2,False
Willow,1988 (61st),0,2,False
A Cry in the Dark,1988 (61st),0,1,False
A Handful of Dust,1988 (61st),0,1,False
Bagdad Cafe,1988 (61st),0,1,False
Beaches,1988 (61st),0,1,False
Bull Durham,1988 (61st),0,1,False
Buster,1988 (61st),0,1,False
Cadillac Dreams,1988 (61st),0,1,False
Family Gathering,1988 (61st),0,1,False
Gang Cops,1988 (61st),0,1,False
Gullah Tales,1988 (61st),0,1,False
Hanussen,1988 (61st),0,1,False
Let's Get Lost,1988 (61st),0,1,False
Married to the Mob,1988 (61st),0,1,False
Portrait of Imogen,1988 (61st),0,1,False
Promises to Keep,1988 (61st),0,1,False
Salaam Bombay!,1988 (61st),0,1,False
Scrooged,1988 (61st),0,1,False
Stand and Deliver,1988 (61st),0,1,False
Sunset,1988 (61st),0,1,False
Technological Threat,1988 (61st),0,1,False
Tequila Sunrise,1988 (61st),0,1,False
The Cat Came Back,1988 (61st),0,1,False
The Children's Storefront,1988 (61st),0,1,False
The Cry of Reason: Beyers Naude - An Afrikaner Speaks Out,1988 (61st),0,1,False
The Last Temptation of Christ,1988 (61st),0,1,False
The Music Teacher,1988 (61st),0,1,False
Who Killed Vincent Chin?,1988 (61st),0,1,False
Women on the Verge of a Nervous Breakdown,1988 (61st),0,1,False
Driving Miss Daisy,1989 (62nd),4,9,True
Glory,1989 (62nd),3,5,False
Born on the Fourth of July,1989 (62nd),2,8,False
My Left Foot,1989 (62nd),2,5,False
The Little Mermaid,1989 (62nd),2,3,False
Dead Poets Society,1989 (62nd),1,4,False
The Abyss,1989 (62nd),1,4,False
Henry V,1989 (62nd),1,3,False
Indiana Jones and the Last Crusade,1989 (62nd),1,3,False
Balance,1989 (62nd),1,1,False
Batman,1989 (62nd),1,1,False
Cinema Paradiso,1989 (62nd),1,1,False
Common Threads: Stories from the Quilt,1989 (62nd),1,1,False
The Johnstown Flood,1989 (62nd),1,1,False
Work Experience,1989 (62nd),1,1,False
The Adventures of Baron Munchausen,1989 (62nd),0,4,False
The Fabulous Baker Boys,1989 (62nd),0,4,False
Crimes and Misdemeanors,1989 (62nd),0,3,False
"Enemies, A Love Story",1989 (62nd),0,3,False
Field of Dreams,1989 (62nd),0,3,False
Black Rain,1989 (62nd),0,2,False
Camille Claudel,1989 (62nd),0,2,False
Do the Right Thing,1989 (62nd),0,2,False
Parenthood,1989 (62nd),0,2,False
Shirley Valentine,1989 (62nd),0,2,False
A Dry White Season,1989 (62nd),0,1,False
Adam Clayton Powell,1989 (62nd),0,1,False
Amazon Diary,1989 (62nd),0,1,False
Back to the Future Part II,1989 (62nd),0,1,False
Blaze,1989 (62nd),0,1,False
Chances Are,1989 (62nd),0,1,False
Crack USA: County Under Siege,1989 (62nd),0,1,False
Dad,1989 (62nd),0,1,False
"Fine Food, Fine Pastries, Open 6 to 9",1989 (62nd),0,1,False
For All Mankind,1989 (62nd),0,1,False
Harlem Nights,1989 (62nd),0,1,False
Jesus of Montreal,1989 (62nd),0,1,False
Lethal Weapon 2,1989 (62nd),0,1,False
Memories of a Marriage,1989 (62nd),0,1,False
Music Box,1989 (62nd),0,1,False
"Sex, Lies, and Videotape",1989 (62nd),0,1,False
