Film,Year (Ceremony),Awards,Nominations,Best Picture
Robert Frost: A Lover's Quarrel with the World,1963 (36th),1,1,False
The Critic,1963 (36th),1,1,False
The V.I.P.s,1963 (36th),1,1,False
The Cardinal,1963 (36th),0,6,False
Love with the Proper Stranger,1963 (36th),0,5,False
"Captain Newman, M.D.",1963 (36th),0,3,False
55 Days at Peking,1963 (36th),0,2,False
A New Kind of Love,1963 (36th),0,2,False
Bye Bye Birdie,1963 (36th),0,2,False
This Sporting Life,1963 (36th),0,2,False
Twilight of Honor,1963 (36th),0,2,False
A Gathering of Eagles,1963 (36th),0,1,False
Automania 2000,1963 (36th),0,1,False
Charade,1963 (36th),0,1,False
Come Blow Your Horn,1963 (36th),0,1,False
The Home-Made Car,1963 (36th),0,1,False
Knife in the Water,1963 (36th),0,1,False
Le Maillon et la Chaine,1963 (36th),0,1,False
Los Tarantos,1963 (36th),0,1,False
Mondo Cane,1963 (36th),0,1,False
My Financial Career,1963 (36th),0,1,False
Pianissimo,1963 (36th),0,1,False
The Six-Sided Triangle,1963 (36th),0,1,False
Terminus,1963 (36th),0,0,False
That's Me,1963 (36th),0,1,False
The Balcony,1963 (36th),0,1,False
The Birds,1963 (36th),0,1,False
The Caretakers,1963 (36th),0,1,False
The Concert,1963 (36th),0,1,False
The Five Cities of June,1963 (36th),0,1,False
The Game,1963 (36th),0,1,False
The Great Escape,1963 (36th),0,1,False
The L-Shaped Room,1963 (36th),0,1,False
The Leopard,1963 (36th),0,1,False
The Red Lanterns,1963 (36th),0,1,False
The Spirit of America,1963 (36th),0,1,False
The Stripper,1963 (36th),0,1,False
The Sword in the Stone,1963 (36th),0,1,False
The Yanks Are Coming,1963 (36th),0,1,False
Thirty Million Letters,1963 (36th),0,1,False
To Live Again,1963 (36th),0,1,False
Toys in the Attic,1963 (36th),0,1,False
Twin Sisters of Kyoto,1963 (36th),0,1,False
Wives and Lovers,1963 (36th),0,1,False
My Fair Lady,1964 (37th),8,12,True
Mary Poppins,1964 (37th),5,13,False
Zorba the Greek,1964 (37th),3,7,False
Becket,1964 (37th),1,12,False
The Night of the Iguana,1964 (37th),1,4,False
Father Goose,1964 (37th),1,3,False
Casals Conducts: 1964,1964 (37th),1,1,False
Goldfinger,1964 (37th),1,1,False
Jacques-Yves Coustrau's World Without Sun,1964 (37th),1,1,False
Nine from Little Rock,1964 (37th),1,1,False
The Pink Phink,1964 (37th),1,1,False
Topkapi,1964 (37th),1,1,False
"Yesterday, Today and Tomorrow",1964 (37th),1,1,False
"Hush...Hush, Sweet Charlotte",1964 (37th),0,7,False
The Unsinkable Molly Brown,1964 (37th),0,6,False
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964 (37th),0,4,False
A Hard Day's Night,1964 (37th),0,2,False
Robin and the 7 Hoods,1964 (37th),0,2,False
Seven Days in May,1964 (37th),0,2,False
The Americanization of Emily,1964 (37th),0,2,False
What a Way to Go!,1964 (37th),0,2,False
14-18,1964 (37th),0,1,False
140 Days Under the World,1964 (37th),0,1,False
7 Faces of Dr. Lao,1964 (37th),0 (1),1,False
A House Is Not a Home,1964 (37th),0,1,False
Breaking the Habit,1964 (37th),0,1,False
Cheyenne Autumn,1964 (37th),0,1,False
Children Without,1964 (37th),0,1,False
Christmas Cracker,1964 (37th),0,1,False
Dear Heart,1964 (37th),0,1,False
Eskimo Artist: Kenojuak,1964 (37th),0,1,False
Fate Is the Hunter,1964 (37th),0,1,False
Four Days in November,1964 (37th),0,1,False
Help! My Snowman's Burning Down,1964 (37th),0,1,False
How to Avoid Friendship,1964 (37th),0,1,False
Kisses for My President,1964 (37th),0,1,False
Marriage Italian Style,1964 (37th) / 1965 (38th),0,2,False
Nudnik #2,1964 (37th),0,1,False
"One Potato, Two Potato",1964 (37th),0,1,False
Raven's End,1964 (37th),0,1,False
Sallah Shabati,1964 (37th),0,1,False
Seance on a Wet Afternoon,1964 (37th),0,1,False
That Man from Rio,1964 (37th),0,1,False
The Best Man,1964 (37th),0,1,False
The Chalk Garden,1964 (37th),0,1,False
The Fall of the Roman Empire,1964 (37th),0,1,False
The Finest Hours,1964 (37th),0,1,False
The Human Dutch,1964 (37th),0,1,False
The Legend of Jimmy Blue Eyes,1964 (37th),0,1,False
The Lively Set,1964 (37th),0,1,False
The Organizer,1964 (37th),0,1,False
The Pink Panther,1964 (37th),0,1,False
The Pumpkin Eater,1964 (37th),0,1,False
The Umbrellas of Cherbourg,1964 (37th) / 1965 (38th),0,5,False
The Visit,1964 (37th),0,1,False
Where Love Has Gone,1964 (37th),0,1,False
Woman in the Dunes,1964 (37th) / 1965 (38th),0,2,False
The Sound of Music,1965 (38th),5,10,True
Doctor Zhivago,1965 (38th),5,10,False
Darling,1965 (38th),3,5,False
Ship of Fools,1965 (38th),2,8,False
A Patch of Blue,1965 (38th),1,5,False
Cat Ballou,1965 (38th),1,5,False
The Great Race,1965 (38th),1,5,False
A Thousand Clowns,1965 (38th),1,4,False
The Chicken,1965 (38th),1,1,False
The Dot and the Line,1965 (38th),1,1,False
The Eleanor Roosevelt Story,1965 (38th),1,1,False
The Sandpiper,1965 (38th),1,1,False
The Shop on Main Street,1965 (38th) / 1966 (39th),1,2,False
Thunderball,1965 (38th),1,1,False
To Be Alive!,1965 (38th),1,1,False
The Agony and the Ecstasy,1965 (38th),0,5,False
The Greatest Story Ever Told,1965 (38th),0,5,False
Othello,1965 (38th),0,4,False
Inside Daisy Clover,1965 (38th),0,3,False
The Collector,1965 (38th),0,3,False
King Rat,1965 (38th),0,2,False
Morituri,1965 (38th),0,2,False
The Flight of the Phoenix,1965 (38th),0,2,False
The Slender Thread,1965 (38th),0,2,False
The Spy Who Came in from the Cold,1965 (38th),0,2,False
A Rage to Live,1965 (38th),0,1,False
Blood on the Land,1965 (38th),0,1,False
Casanova 70,1965 (38th),0,1,False
Clay or the Origin of Species,1965 (38th),0,1,False
Dear John,1965 (38th),0,1,False
Fortress of Peace,1965 (38th),0,1,False
In Harm's Way,1965 (38th),0,1,False
Kwaidan,1965 (38th),0,1,False
Let My People Go: The Story of Israel,1965 (38th),0,1,False
Mural on Our Street,1965 (38th),0,1,False
Nyitany,1965 (38th),0,1,False
Point of View,1965 (38th),0,1,False
Shenandoah,1965 (38th),0,1,False
Skaterdater,1965 (38th),0,1,False
Snow,1965 (38th),0,1,False
The Battle of the Bulge... The Brave Rifles,1965 (38th),0,1,False
The Forth Road Bridge,1965 (38th),0,1,False
The Pawnbroker,1965 (38th),0,1,False
The Pleasure Seekers,1965 (38th),0,1,False
The Thieving Magpie,1965 (38th),0,1,False
The Train,1965 (38th),0,1,False
Those Magnificent Men in their Flying Machines,1965 (38th),0,1,False
Time Piece,1965 (38th),0,1,False
To Die in Madrid,1965 (38th),0,1,False
Von Ryan's Express,1965 (38th),0,1,False
What's New Pussycat?,1965 (38th),0,1,False
Yeats Country,1965 (38th),0,1,False
A Man for All Seasons,1966 (39th),6,8,True
Who's Afraid of Virginia Woolf?,1966 (39th),5,13,False
Grand Prix,1966 (39th),3,3,False
Fantastic Voyage,1966 (39th),2,5,False
A Man and a Woman,1966 (39th),2,4,False
Born Free,1966 (39th),2,2,False
The Fortune Cookie,1966 (39th),1,4,False
A Funny Thing Happened on the Way to the Forum,1966 (39th),1,1,False
A Herb Alpert and the Tijuana Brass Double Feature,1966 (39th),1,1,False
A Year Toward Tomorrow,1966 (39th),1,1,False
The War Game,1966 (39th),1,1,False
Wild Wings,1966 (39th),1,1,False
The Sand Pebbles,1966 (39th),0,8,False
Hawaii,1966 (39th),0,7,False
Alfie,1966 (39th),0,5,False
Georgy Girl,1966 (39th),0,4,False
"The Russians Are Coming, the Russians Are Coming",1966 (39th),0,4,False
Gambit,1966 (39th),0,3,False
The Gospel According to St. Matthew,1966 (39th),0,3,False
The Professionals,1966 (39th),0,3,False
Blowup,1966 (39th),0,2,False
Is Paris Burning?,1966 (39th),0,2,False
Juliet of the Spirits,1966 (39th),0,2,False
Mister Buddwing,1966 (39th),0,2,False
Morgan!,1966 (39th),0,2,False
The Oscar,1966 (39th),0,2,False
Adolescence,1966 (39th),0,1,False
An American Dream,1966 (39th),0,1,False
Cowboy,1966 (39th),0,1,False
Helicopter Canada,1966 (39th),0,1,False
Khartoum,1966 (39th),0,1,False
Le Volcan interdit,1966 (39th),0,1,False
Loves of a Blonde,1966 (39th),0,1,False
Mandragola,1966 (39th),0,1,False
Pharaoh,1966 (39th),0,1,False
Részletek J.S. Bach Máté passiójából,1966 (39th),0,1,False
Return of the Seven,1966 (39th),0,1,False
Seconds,1966 (39th),0,1,False
Stop the World – I Want to Get Off,1966 (39th),0,1,False
The Battle of Algiers,1966 (39th) / 1968 (41st),0,3,False
The Bible: In the Beginning...,1966 (39th),0,1,False
The Drag,1966 (39th),0,1,False
The Face of a Genius,1966 (39th),0,1,False
The Naked Prey,1966 (39th),0,1,False
The Odds Against,1966 (39th),0,1,False
The Pink Blueprint,1966 (39th),0,1,False
The Really Big Family,1966 (39th),0,1,False
The Singing Nun,1966 (39th),0,1,False
The Winning Strain,1966 (39th),0,1,False
Three,1966 (39th),0,1,False
Turkey the Bridge,1966 (39th),0,1,False
You're a Big Boy Now,1966 (39th),0,1,False
In the Heat of the Night,1967 (40th),5,7,True
Camelot,1967 (40th),3,5,False
Bonnie and Clyde,1967 (40th),2,10,False
Guess Who's Coming to Dinner,1967 (40th),2,10,False
Doctor Dolittle,1967 (40th),2,9,False
The Graduate,1967 (40th),1,7,False
Thoroughly Modern Millie,1967 (40th),1,7,False
Cool Hand Luke,1967 (40th),1,4,False
The Dirty Dozen,1967 (40th),1,4,False
A Place to Stand,1967 (40th),1,2,False
Closely Watched Trains,1967 (40th),1,1,False
The Anderson Platoon,1967 (40th),1,1,False
The Box,1967 (40th),1,1,False
The Redwoods,1967 (40th),1,1,False
In Cold Blood,1967 (40th),0,4,False
The Taming of the Shrew,1967 (40th),0,2,False
A King's Story,1967 (40th),0,1,False
A Time for Burning,1967 (40th),0,1,False
Banning,1967 (40th),0,1,False
Barefoot in the Park,1967 (40th),0,1,False
Beach Red,1967 (40th),0,1,False
Casino Royale,1967 (40th),0,1,False
Divorce American Style,1967 (40th),0,1,False
El amor brujo,1967 (40th),0,1,False
Far from the Madding Crowd,1967 (40th),0,1,False
Festival,1967 (40th),0,1,False
Harvest,1967 (40th),0,1,False
Hypothese Beta,1967 (40th),0,1,False
I Even Met Happy Gypsies,1967 (40th),0,1,False
Live for Life,1967 (40th),0,1,False
Monument to the Dream,1967 (40th),0,1,False
Paddle to the Sea,1967 (40th),0,1,False
Portrait of Chieko,1967 (40th),0,1,False
See You at the Pillar,1967 (40th),0,1,False
Sky Over Holland,1967 (40th),0,1,False
Stop Look and Listen,1967 (40th),0,1,False
The Happiest Millionaire,1967 (40th),0,1,False
The Jungle Book,1967 (40th),0,1,False
The War Is Over,1967 (40th),0,1,False
The Whisperers,1967 (40th),0,1,False
Tobruk,1967 (40th),0,1,False
Two for the Road,1967 (40th),0,1,False
Ulysses,1967 (40th),0,1,False
Valley of the Dolls,1967 (40th),0,1,False
Wait Until Dark,1967 (40th),0,1,False
What on Earth!,1967 (40th),0,1,False
While I Run This Race,1967 (40th),0,1,False
Oliver!,1968 (41st),5 (1),11,True
The Lion in Winter,1968 (41st),3,7,False
Romeo and Juliet,1968 (41st),2,4,False
Funny Girl,1968 (41st),1,8,False
2001: A Space Odyssey,1968 (41st),1,4,False
Bullitt,1968 (41st),1,2,False
Rosemary's Baby,1968 (41st),1,2,False
The Producers,1968 (41st),1,2,False
The Subject Was Roses,1968 (41st),1,2,False
The Thomas Crown Affair,1968 (41st),1,2,False
War and Peace,1968 (41st),1,2,False
Charly,1968 (41st),1,1,False
Journey into Self,1968 (41st),1,1,False
Robert Kennedy Remembered,1968 (41st),1,1,False
Why Man Creates,1968 (41st),1,1,False
Winnie the Pooh and the Blustery Day,1968 (41st),1,1,False
Star!,1968 (41st),0,7,False
"Rachel, Rachel",1968 (41st),0,4,False
Faces,1968 (41st),0,3,False
Finian's Rainbow,1968 (41st),0,2,False
Ice Station Zebra,1968 (41st),0,2,False
Planet of the Apes,1968 (41st),0 (1),2,False
The Heart Is a Lonely Hunter,1968 (41st),0,2,False
The Odd Couple,1968 (41st),0,2,False
The Shoes of the Fisherman,1968 (41st),0,2,False
A Few Notes on Our Food Problem,1968 (41st),0,1,False
A Space to Grow,1968 (41st),0,1,False
A Way Out of the Wilderness,1968 (41st),0,1,False
Chitty Chitty Bang Bang,1968 (41st),0,1,False
Duo,1968 (41st),0,1,False
For Love of Ivy,1968 (41st),0,1,False
Hot Millions,1968 (41st),0,1,False
Isadora,1968 (41st),0,1,False
Other Voices,1968 (41st),0,1,False
Prelude,1968 (41st),0,1,False
Stolen Kisses,1968 (41st),0,1,False
The Boys of Paul Street,1968 (41st),0,1,False
The Dove,1968 (41st),0,1,False
The Fireman's Ball,1968 (41st),0,1,False
The Fixer,1968 (41st),0,1,False
The Fox,1968 (41st),0,1,False
The Girl with the Pistol,1968 (41st),0,1,False
The House That Ananda Built,1968 (41st),0,1,False
The House That Jack Built,1968 (41st),0,1,False
The Legendary Champions,1968 (41st),0,1,False
The Magic Pear Tree,1968 (41st),0,1,False
The Revolving Door,1968 (41st),0,1,False
The Young Girls of Rochefort,1968 (41st),0,1,False
Wild in the Streets,1968 (41st),0,1,False
Windy Day,1968 (41st),0,1,False
Young Americans,1968 (41st),0,0,False
Midnight Cowboy,1969 (42nd),3,7,True
Butch Cassidy and the Sundance Kid,1969 (42nd),4,7,False
"Hello, Dolly!",1969 (42nd),3,7,False
Z,1969 (42nd),2,5,False
Anne of the Thousand Days,1969 (42nd),1,10,False
"They Shoot Horses, Don't They?",1969 (42nd),1,9,False
Marooned,1969 (42nd),1,3,False
The Magic Machines,1969 (42nd),1,2,False
The Prime of Miss Jean Brodie,1969 (42nd),1,2,False
True Grit,1969 (42nd),1,2,False
Arthur Rubinstein – The Love of Life,1969 (42nd),1,1,False
Cactus Flower,1969 (42nd),1,1,False
Czechoslovakia 1968,1969 (42nd),1,1,False
It's Tough to Be a Bird,1969 (42nd),1,1,False
Bob & Carol & Ted & Alice,1969 (42nd),0,4,False
"Gaily, Gaily",1969 (42nd),0,3,False
Sweet Charity,1969 (42nd),0,3,False
Easy Rider,1969 (42nd),0,2,False
"Goodbye, Mr. Chips",1969 (42nd),0,2,False
The Happy Ending,1969 (42nd),0,2,False
The Reivers,1969 (42nd),0,2,False
The Secret of Santa Vittoria,1969 (42nd),0,2,False
The Sterile Cuckoo,1969 (42nd),0,2,False
The Wild Bunch,1969 (42nd),0,2,False
Ådalen 31,1969 (42nd),0,1,False
Alice's Restaurant,1969 (42nd),0,1,False
An Impression of John Steinbeck: Writer,1969 (42nd),0,1,False
Battle of Neretva,1969 (42nd),0,1,False
Before the Mountain Was Moved,1969 (42nd),0,1,False
Blake,1969 (42nd),0,1,False
"Goodbye, Columbus",1969 (42nd),0,1,False
In the Year of the Pig,1969 (42nd),0,1,False
Jenny Is a Good Thing,1969 (42nd),0,1,False
"Krakatoa, East of Java",1969 (42nd),0,1,False
Last Summer,1969 (42nd),0,1,False
Leo Beuerman,1969 (42nd),0,1,False
My Night at Maud's,1969 (42nd) / 1970 (43rd),0,2,False
Of Men and Demons,1969 (42nd),0,1,False
Olimpiada en México,1969 (42nd),0,1,False
Paint Your Wagon,1969 (42nd),0,1,False
People Soup,1969 (42nd),0,1,False
The Brothers Karamazov,1969 (42nd),0,1,False
The Damned,1969 (42nd),0,1,False
The Wolf Men,1969 (42nd),0,1,False
Walking,1969 (42nd),0,1,False
Patton,1970 (43rd),7,10,True
Ryan's Daughter,1970 (43rd),2,4,False
Airport,1970 (43rd),1,10,False
Love Story,1970 (43rd),1,7,False
M*A*S*H,1970 (43rd),1,5,False
Tora! Tora! Tora!,1970 (43rd),1,5,False
Women in Love,1970 (43rd),1,4,False
Lovers and Other Strangers,1970 (43rd),1,3,False
Woodstock,1970 (43rd),1,3,False
Cromwell,1970 (43rd),1,2,False
Interviews with My Lai Veterans,1970 (43rd),1,1,False
Investigation of a Citizen Above Suspicion,1970 (43rd) / 1971 (44th),1,4,False
Is It Always Right to Be Right?,1970 (43rd),1,1,False
Let It Be,1970 (43rd),1,1,False
The Resurrection of Broncho Billy,1970 (43rd),1,1,False
Five Easy Pieces,1970 (43rd),0,4,False
Scrooge,1970 (43rd),0,4,False
Darling Lili,1970 (43rd),0,3,False
I Never Sang for My Father,1970 (43rd),0,3,False
The Great White Hope,1970 (43rd),0,2,False
A Boy Named Charlie Brown,1970 (43rd),0,1,False
A Long Way from Nowhere,1970 (43rd),0,1,False
Chariots of the Gods,1970 (43rd),0,1,False
Diary of a Mad Housewife,1970 (43rd),0,1,False
Fellini Satyricon,1970 (43rd),0,1,False
First Love,1970 (43rd),0,1,False
Hoa-Binh,1970 (43rd),0,1,False
I Girasoli,1970 (43rd),0,1,False
Jack Johnson,1970 (43rd),0,1,False
Joe,1970 (43rd),0,1,False
King: A Filmed Record... Montgomery to Memphis,1970 (43rd),0,1,False
Little Big Man,1970 (43rd),0,1,False
Madron,1970 (43rd),0,1,False
Oisin,1970 (43rd),0,1,False
Paix sur les champs,1970 (43rd),0,1,False
Pieces of Dreams,1970 (43rd),0,1,False
Say Goodbye,1970 (43rd),0,1,False
Shut Up... I'm Crying,1970 (43rd),0,1,False
Sticky My Fingers... Fleet My Feet,1970 (43rd),0,1,False
The Baby Maker,1970 (43rd),0,1,False
The Further Adventures of Uncle Sam: Part Two,1970 (43rd),0,1,False
The Gifts,1970 (43rd),0,1,False
The Hawaiians,1970 (43rd),0,1,False
The Landlord,1970 (43rd),0,1,False
The Molly Maguires,1970 (43rd),0,1,False
The Shepherd,1970 (43rd),0,1,False
Time Is Running Out,1970 (43rd),0,1,False
Tristana,1970 (43rd),0,1,False
The French Connection,1971 (44th),5,8,True
Fiddler on the Roof,1971 (44th),3,8,False
The Last Picture Show,1971 (44th),2,8,False
Nicholas and Alexandra,1971 (44th),2,6,False
Sentinels of Silence,1971 (44th),2,2,False
Bedknobs and Broomsticks,1971 (44th),1,5,False
Summer of '42,1971 (44th),1,4,False
Klute,1971 (44th),1,2,False
Shaft,1971 (44th),1,2,False
The Garden of the Finzi-Continis,1971 (44th),1,2,False
The Hospital,1971 (44th),1,2,False
The Crunch Bird,1971 (44th),1,1,False
The Hellstrom Chronicle,1971 (44th),1,1,False
"Mary, Queen of Scots",1971 (44th),0,5,False
A Clockwork Orange,1971 (44th),0,4,False
Kotch,1971 (44th),0,4,False
Sunday Bloody Sunday,1971 (44th),0,4,False
Sometimes a Great Notion,1971 (44th),0,2,False
Tchaikovsky,1971 (44th),0,2,False
The Andromeda Strain,1971 (44th),0,2,False
Adventures in Perception,1971 (44th),0,1,False
Alaska Wilderness Lake,1971 (44th),0,1,False
Art Is...,1971 (44th),0,1,False
Bless the Beasts and Children,1971 (44th),0,1,False
Carnal Knowledge,1971 (44th),0,1,False
Death in Venice,1971 (44th),0,1,False
Diamonds Are Forever,1971 (44th),0,1,False
Dodes'ka-den,1971 (44th),0,1,False
Evolution,1971 (44th),0,1,False
Good Morning,1971 (44th),0,1,False
McCabe & Mrs. Miller,1971 (44th),0,1,False
On Any Sunday,1971 (44th),0,1,False
Ra,1971 (44th),0,1,False
Somebody Waiting,1971 (44th),0,1,False
Straw Dogs,1971 (44th),0,1,False
The Boy Friend,1971 (44th),0,1,False
The Conformist,1971 (44th),0,1,False
The Emigrants,1971 (44th) / 1972 (45th),0,5,False
The Go-Between,1971 (44th),0,1,False
The Numbers Start with the River,1971 (44th),0,1,False
The Policeman,1971 (44th),0,1,False
The Rehearsal,1971 (44th),0,1,False
The Selfish Giant,1971 (44th),0,1,False
The Sorrow and the Pity,1971 (44th),0,1,False
What's the Matter with Helen?,1971 (44th),0,1,False
When Dinosaurs Ruled the Earth,1971 (44th),0,1,False
Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,1971 (44th),0,1,False
Willy Wonka & the Chocolate Factory,1971 (44th),0,1,False
The Godfather,1972 (45th),3,10,True
Cabaret,1972 (45th),8,10,False
The Poseidon Adventure,1972 (45th),1 (1),8,False
Travels with My Aunt,1972 (45th),1,4,False
Butterflies Are Free,1972 (45th),1,3,False
The Candidate,1972 (45th),1,2,False
The Discreet Charm of the Bourgeoisie,1972 (45th),1,2,False
A Christmas Carol,1972 (45th),1,1,False
Limelight,1972 (45th),1,1,False
Marjoe,1972 (45th),1,1,False
Norman Rockwell's World... An American Dream,1972 (45th),1,1,False
This Tiny World,1972 (45th),1,1,False
Lady Sings the Blues,1972 (45th),0,5,False
Sleuth,1972 (45th),0,4,False
Sounder,1972 (45th),0,4,False
Deliverance,1972 (45th),0,3,False
Young Winston,1972 (45th),0,3,False
Pete 'n' Tillie,1972 (45th),0,2,False
The Heartbreak Kid,1972 (45th),0,2,False
1776,1972 (45th),0,1,False
Ape and Super-Ape,1972 (45th),0,1,False
Ben,1972 (45th),0,1,False
Fat City,1972 (45th),0,1,False
